# start: [7.3738686  0.75035135]mm
# end: [ 7.3738686 19.7893869]mm
# mode: density_graph
# distance (mm),	plasma density (cm^-3)
3.838759435510338047e+00 7.425265060799050240e+17
3.845011486708237669e+00 7.417931930050871040e+17
3.851263537906137291e+00 7.410026985680450560e+17
3.857515589104036913e+00 7.402055273352948480e+17
3.863767640301936090e+00 7.394083560199152640e+17
3.870019691499835712e+00 7.386111850405340160e+17
3.876271742697735334e+00 7.378140136639159040e+17
3.882523793895634956e+00 7.375414856568409600e+17
3.888775845093534578e+00 7.373255042270940160e+17
3.895027896291434200e+00 7.371095227009144320e+17
3.901279947489333821e+00 7.368935411626168320e+17
3.907531998687233443e+00 7.366775597318231040e+17
3.913784049885133065e+00 7.364615782052729600e+17
3.920036101083032243e+00 7.362455967202521600e+17
3.926288152280931865e+00 7.360296152045949440e+17
3.932540203478831486e+00 7.358136337213944320e+17
3.938792254676731108e+00 7.355976521683630080e+17
3.945044305874630730e+00 7.353816707183824640e+17
3.951296357072530352e+00 7.351656892433544960e+17
3.957548408270429974e+00 7.349497076735559680e+17
3.963800459468329596e+00 7.347337262608218880e+17
3.970052510666229217e+00 7.345177447202398720e+17
3.976304561864128395e+00 7.343017631632377600e+17
3.982556613062028017e+00 7.340857817638169600e+17
3.988808664259927639e+00 7.338698002246124800e+17
3.995060715457827261e+00 7.336538190531383040e+17
4.001312766655726882e+00 7.334378373300320000e+17
4.007564817853626060e+00 7.332218557310497280e+17
4.013816869051526126e+00 7.330058745391132160e+17
4.020068920249425304e+00 7.327898928325043200e+17
4.026320971447325370e+00 7.325739112354380800e+17
4.032573022645224547e+00 7.323579300431824640e+17
4.038825073843124613e+00 7.321419483370365440e+17
4.045077125041023791e+00 7.319259667398266880e+17
4.051329176238923857e+00 7.317099855472512000e+17
4.057581227436823035e+00 7.314940038415680000e+17
4.063833278634722213e+00 7.324427756988576000e+17
4.070085329832622278e+00 7.335127940635013120e+17
4.076337381030521456e+00 7.345811002306987520e+17
4.082589432228421522e+00 7.356494066844997120e+17
4.088841483426320700e+00 7.367177131173128960e+17
4.095093534624220766e+00 7.377860190389600000e+17
4.101345585822119943e+00 7.388543254055892480e+17
4.107597637020020009e+00 7.399999984317888000e+17
4.113849688217919187e+00 7.414425575153496320e+17
4.120101739415818365e+00 7.429193915169712640e+17
4.126353790613718431e+00 7.443962259867215360e+17
4.132605841811617609e+00 7.458730603134520320e+17
4.138857893009517674e+00 7.474449831736791040e+17
4.145109944207416852e+00 7.496937895033285120e+17
4.151361995405316918e+00 7.520229085286120960e+17
4.157614046603216096e+00 7.543520278155669760e+17
4.163866097801116162e+00 7.566811465640942080e+17
4.170118148999015339e+00 7.590102658171264000e+17
4.176370200196914517e+00 7.613393848427397120e+17
4.182622251394814583e+00 7.636685041293644800e+17
4.188874302592713761e+00 7.659976231027847680e+17
4.195126353790613827e+00 7.683267421609681920e+17
4.201378404988513005e+00 7.706558614205967360e+17
4.207630456186413070e+00 7.729849805175001600e+17
4.213882507384312248e+00 7.753140994469625600e+17
4.220134558582212314e+00 7.776432186884648960e+17
4.226386609780111492e+00 7.799723377855244800e+17
4.232638660978010670e+00 7.823014565717987840e+17
4.238890712175910735e+00 7.846305758089921280e+17
4.245142763373809913e+00 7.869596950497146880e+17
4.251394814571709979e+00 7.892888142832079360e+17
4.257646865769609157e+00 7.916179330020354560e+17
4.263898916967509223e+00 7.939470521703731200e+17
4.270150968165408401e+00 7.962761715479594240e+17
4.276403019363308466e+00 7.986052906372111360e+17
4.282655070561207644e+00 8.009344093643774720e+17
4.288907121759106822e+00 8.032635286634266880e+17
4.295159172957006888e+00 8.054674144126407680e+17
4.301411224154906066e+00 8.076135114871742720e+17
4.307663275352806131e+00 8.097542451170050560e+17
4.313915326550705309e+00 8.118949790236768000e+17
4.320167377748605375e+00 8.140357127245990400e+17
4.326419428946504553e+00 8.155163649992208640e+17
4.332671480144404619e+00 8.169629393805795840e+17
4.338923531342303797e+00 8.184370569568599040e+17
4.345175582540202974e+00 8.199138914653313280e+17
4.351427633738103040e+00 8.213907254281684480e+17
4.357679684936002218e+00 8.228675598859365120e+17
4.363931736133902284e+00 8.240845349606750720e+17
4.370183787331801462e+00 8.252672910620139520e+17
4.376435838529701527e+00 8.264500465432378880e+17
4.382687889727600705e+00 8.276328022641062400e+17
4.388939940925500771e+00 8.288155583651610880e+17
4.395191992123399949e+00 8.299983138469440000e+17
4.401444043321300015e+00 8.311810695675353600e+17
4.407696094519199193e+00 8.323638256683072000e+17
4.413948145717098370e+00 8.335465814777728000e+17
4.420200196914998436e+00 8.347293369150586880e+17
4.426452248112897614e+00 8.359120929714544640e+17
4.432704299310797680e+00 8.370948487812029440e+17
4.438956350508696858e+00 8.382776045455194880e+17
4.445208401706596923e+00 8.394603603190622720e+17
4.451460452904496101e+00 8.406431160846337280e+17
4.457712504102396167e+00 8.423587287508369920e+17
4.463964555300295345e+00 8.439888461578721280e+17
4.470216606498194523e+00 8.455973237139404800e+17
4.476468657696094589e+00 8.472058012927111680e+17
4.482720708893993766e+00 8.488142786144531200e+17
4.488972760091893832e+00 8.497077991877804800e+17
4.495224811289793010e+00 8.506605978376660480e+17
4.501476862487693076e+00 8.516352586330096640e+17
4.507728913685592254e+00 8.527732006586398720e+17
4.513980964883492319e+00 8.539080686455778560e+17
4.520233016081391497e+00 8.556459335893989120e+17
4.526485067279290675e+00 8.574685203624686080e+17
4.532737118477190741e+00 8.592911065907856640e+17
4.538989169675089919e+00 8.611136930331302400e+17
4.545241220872989985e+00 8.629362792844162560e+17
4.551493272070889162e+00 8.647588657782814720e+17
4.557745323268789228e+00 8.665994567623160320e+17
4.563997374466688406e+00 8.684785965815891200e+17
4.570249425664588472e+00 8.703628454483770880e+17
4.576501476862487650e+00 8.721997538531599360e+17
4.582753528060386827e+00 8.740299125364999680e+17
4.589005579258286893e+00 8.758600715642836480e+17
4.595257630456186071e+00 8.776902305910169600e+17
4.601509681654086137e+00 8.795203896551953920e+17
4.607761732851985315e+00 8.813505486801516800e+17
4.614013784049885381e+00 8.831807075934871040e+17
4.620265835247784558e+00 8.850108664453555200e+17
4.626517886445684624e+00 8.868410256028480000e+17
4.632769937643583802e+00 8.886711843296052480e+17
4.639021988841482980e+00 8.905013431898147840e+17
4.645274040039383046e+00 8.921745846546695680e+17
4.651526091237282223e+00 8.938248945370109440e+17
4.657778142435182289e+00 8.954752038649093120e+17
4.664030193633081467e+00 8.971255137046976000e+17
4.670282244830981533e+00 8.989299787103244800e+17
4.676534296028880711e+00 9.010946695758327040e+17
4.682786347226780777e+00 9.033092304709299200e+17
4.689038398424679954e+00 9.055237915057313280e+17
4.695290449622579132e+00 9.077383527288056320e+17
4.701542500820479198e+00 9.099529138913446400e+17
4.707794552018378376e+00 9.124515840426055680e+17
4.714046603216278442e+00 9.153714041842154240e+17
4.720298654414177619e+00 9.183479266535037440e+17
4.726550705612077685e+00 9.213244488362858240e+17
4.732802756809976863e+00 9.243009714980916480e+17
4.739054808007876929e+00 9.272774935034305280e+17
4.745306859205776107e+00 9.302540156221696000e+17
4.751558910403675284e+00 9.332305380348944640e+17
4.757810961601575350e+00 9.362070604607855360e+17
4.764063012799474528e+00 9.391835825309171200e+17
4.770315063997374594e+00 9.421601050289688320e+17
4.776567115195273772e+00 9.451366270695118080e+17
4.782819166393173838e+00 9.481131494629638400e+17
4.789071217591073015e+00 9.510896716311265280e+17
4.795323268788973081e+00 9.540661937424884480e+17
4.801575319986872259e+00 9.570427162439339520e+17
4.807827371184771437e+00 9.600192384656560640e+17
4.814079422382671503e+00 9.629957606347632640e+17
4.820331473580570680e+00 9.659722831438814720e+17
4.826583524778470746e+00 9.689488053658964480e+17
4.832835575976369924e+00 9.719253273112985600e+17
4.839087627174269990e+00 9.749018498001000960e+17
4.845339678372169168e+00 9.778783719463750400e+17
4.851591729570069234e+00 9.808548945210554880e+17
4.857843780767968411e+00 9.838314167558777600e+17
4.864095831965867589e+00 9.868079387016005120e+17
4.870347883163767655e+00 9.897844611112954880e+17
4.876599934361666833e+00 9.927609833874099200e+17
4.882851985559566899e+00 9.956544417858193920e+17
4.889104036757466076e+00 9.984724439583799040e+17
4.895356087955366142e+00 1.001280545467161344e+18
4.901608139153265320e+00 1.004088646996398848e+18
4.907860190351165386e+00 1.006896748534686720e+18
4.914112241549064564e+00 1.009704850009080448e+18
4.920364292746963741e+00 1.011150577746286720e+18
4.926616343944863807e+00 1.012377466820788736e+18
4.932868395142762985e+00 1.011417309438771584e+18
4.939120446340663051e+00 1.010104385935677312e+18
4.945372497538562229e+00 1.008791462613458176e+18
4.951624548736462295e+00 1.008055237292045824e+18
4.957876599934361472e+00 1.007540728838431744e+18
4.964128651132261538e+00 1.007047056520861184e+18
4.970380702330160716e+00 1.006553384725416064e+18
4.976632753528059894e+00 1.006059712789288448e+18
4.982884804725959960e+00 1.005566040782200832e+18
4.989136855923859137e+00 1.005072368761471104e+18
4.995388907121759203e+00 1.004578696823557632e+18
5.001640958319658381e+00 1.004085024899150080e+18
5.007893009517558447e+00 1.003591352840979072e+18
5.014145060715457625e+00 1.003097681112514944e+18
5.020397111913357691e+00 1.002604009075386240e+18
5.026649163111256868e+00 1.002110337168812032e+18
5.032901214309156046e+00 1.001616665087227904e+18
5.039153265507056112e+00 1.001122992954076160e+18
5.045405316704955290e+00 1.000629321102814336e+18
5.051657367902855356e+00 1.000135648870374656e+18
5.057909419100754533e+00 9.996419770612528640e+17
5.064161470298654599e+00 9.991483051595831040e+17
5.070413521496553777e+00 9.986546328634515200e+17
5.076665572694453843e+00 9.981609611461670400e+17
5.082917623892353021e+00 9.982353023727354880e+17
5.089169675090252198e+00 9.984058472892490240e+17
5.095421726288152264e+00 9.985763922018905600e+17
5.101673777486051442e+00 9.987469371816135680e+17
5.107925828683951508e+00 9.987591500284322560e+17
5.114177879881850686e+00 9.984277606032952320e+17
5.120429931079750752e+00 9.981675500905973760e+17
5.126681982277649929e+00 9.979288217511596800e+17
5.132934033475549995e+00 9.976900940143783680e+17
5.139186084673449173e+00 9.973920812876966400e+17
5.145438135871348351e+00 9.970245788823800320e+17
5.151690187069248417e+00 9.966293738893932800e+17
5.157942238267147594e+00 9.961438563934467840e+17
5.164194289465047660e+00 9.956431992094051840e+17
5.170446340662946838e+00 9.951425417155358720e+17
5.176698391860846904e+00 9.942402648017625600e+17
5.182950443058746082e+00 9.932228294484574720e+17
5.189202494256646148e+00 9.922270858679463680e+17
5.195454545454545325e+00 9.912365221387637760e+17
5.201706596652444503e+00 9.896254372993145600e+17
5.207958647850344569e+00 9.879052424028472320e+17
5.214210699048243747e+00 9.861850472265176320e+17
5.220462750246143813e+00 9.859265274047994880e+17
5.226714801444042990e+00 9.859265273999841280e+17
5.232966852641943056e+00 9.859265276726062080e+17
5.239218903839842234e+00 9.859265275216928000e+17
5.245470955037742300e+00 9.859265275862821120e+17
5.251723006235641478e+00 9.859265273362177280e+17
5.257975057433541544e+00 9.858389371330799360e+17
5.264227108631440721e+00 9.857132220094766080e+17
5.270479159829339899e+00 9.856687764047244800e+17
5.276731211027239965e+00 9.856396507761262080e+17
5.282983262225139143e+00 9.856105254354268160e+17
5.289235313423039209e+00 9.855814001364232960e+17
5.295487364620938386e+00 9.853544854615644160e+17
5.301739415818838452e+00 9.846963085552999680e+17
5.307991467016737630e+00 9.839664189033698560e+17
5.314243518214637696e+00 9.834290772991779840e+17
5.320495569412536874e+00 9.838081985059774720e+17
5.326747620610436051e+00 9.843480702730410240e+17
5.332999671808336117e+00 9.848879416773212160e+17
5.339251723006235295e+00 9.854278134141442560e+17
5.345503774204135361e+00 9.859676846099692800e+17
5.351755825402034539e+00 9.865075563545089280e+17
5.358007876599934605e+00 9.871346091762373120e+17
5.364259927797833782e+00 9.874270151199462400e+17
5.370511978995733848e+00 9.874575093241614080e+17
5.376764030193633026e+00 9.874515102660188160e+17
5.383016081391532204e+00 9.874455111489611520e+17
5.389268132589432270e+00 9.874395123103226880e+17
5.395520183787331447e+00 9.874335132680079360e+17
5.401772234985231513e+00 9.873840131231392000e+17
5.408024286183130691e+00 9.872394055883315200e+17
5.414276337381030757e+00 9.870785128474621440e+17
5.420528388578929935e+00 9.869176195209551360e+17
5.426780439776830001e+00 9.867567264166760960e+17
5.433032490974729178e+00 9.865958336783790080e+17
5.439284542172628356e+00 9.864349403374315520e+17
5.445536593370528422e+00 9.854403037499580160e+17
5.451788644568427600e+00 9.842878037007756800e+17
5.458040695766327666e+00 9.831353039438159360e+17
5.464292746964226843e+00 9.812012295123993600e+17
5.470544798162126909e+00 9.791183480693792000e+17
5.476796849360026087e+00 9.771546726242956800e+17
5.483048900557926153e+00 9.752155826639383040e+17
5.489300951755825331e+00 9.731339562377708800e+17
5.495553002953724508e+00 9.709405924677387520e+17
5.501805054151624574e+00 9.687310240934504960e+17
5.508057105349523752e+00 9.665214559822164480e+17
5.514309156547423818e+00 9.643118877004277760e+17
5.520561207745322996e+00 9.615942107333690880e+17
5.526813258943223062e+00 9.587634708556239360e+17
5.533065310141122239e+00 9.559579391442072320e+17
5.539317361339022305e+00 9.531578588214060800e+17
5.545569412536921483e+00 9.503577787343102720e+17
5.551821463734820661e+00 9.476845378444958720e+17
5.558073514932720727e+00 9.455432801379255040e+17
5.564325566130619904e+00 9.435012730622439680e+17
5.570577617328519970e+00 9.414592663001018880e+17
5.576829668526419148e+00 9.394172595044567040e+17
5.583081719724319214e+00 9.373752526911498240e+17
5.589333770922218392e+00 9.353332457485575680e+17
5.595585822120118458e+00 9.332912388497436160e+17
5.601837873318017635e+00 9.312492319826826240e+17
5.608089924515916813e+00 9.292072251876170240e+17
5.614341975713816879e+00 9.271652184854548480e+17
5.620594026911716057e+00 9.251232114212885760e+17
5.626846078109616123e+00 9.230812046595237120e+17
5.633098129307515300e+00 9.210391979731340800e+17
5.639350180505415366e+00 9.189971909093047040e+17
5.645602231703314544e+00 9.169551841472025600e+17
5.651854282901214610e+00 9.129879889857013760e+17
5.658106334099113788e+00 9.086338019044160000e+17
5.664358385297012966e+00 9.042796150399518720e+17
5.670610436494913031e+00 8.999254283018058240e+17
5.676862487692812209e+00 8.955712412688817920e+17
5.683114538890712275e+00 8.912170544220496640e+17
5.689366590088611453e+00 8.875344761648942080e+17
5.695618641286511519e+00 8.842121463602316800e+17
5.701870692484410696e+00 8.809353650737889280e+17
5.708122743682310762e+00 8.776585835509281280e+17
5.714374794880209940e+00 8.739159632623846400e+17
5.720626846078109118e+00 8.693653238105121280e+17
5.726878897276009184e+00 8.646541623382177280e+17
5.733130948473908362e+00 8.600387948553537280e+17
5.739382999671808427e+00 8.554437396219258880e+17
5.745635050869707605e+00 8.506944640426439680e+17
5.751887102067607671e+00 8.458105753599224320e+17
5.758139153265506849e+00 8.406240897353236480e+17
5.764391204463406915e+00 8.355418194935828480e+17
5.770643255661306092e+00 8.304932619408696320e+17
5.776895306859205270e+00 8.254447038550800640e+17
5.783147358057105336e+00 8.203961461285647360e+17
5.789399409255004514e+00 8.153475885008051200e+17
5.795651460452904580e+00 8.102990304747773440e+17
5.801903511650803758e+00 8.052504727635475200e+17
5.808155562848703823e+00 8.033802178370127360e+17
5.814407614046603001e+00 8.023241133796756480e+17
5.820659665244503067e+00 8.012988645672755200e+17
5.826911716442402245e+00 8.002736158799948800e+17
5.833163767640301423e+00 7.992483672261816320e+17
5.839415818838201488e+00 7.982231183248768000e+17
5.845667870036100666e+00 7.971978692158229760e+17
5.851919921234000732e+00 7.964835245897095680e+17
5.858171972431899910e+00 7.960424711068332800e+17
5.864424023629799976e+00 7.956455351699799040e+17
5.870676074827699154e+00 7.952485997887846400e+17
5.876928126025599219e+00 7.948516641549725440e+17
5.883180177223498397e+00 7.944547289764807680e+17
5.889432228421397575e+00 7.934198643961957120e+17
5.895684279619297641e+00 7.922708677277022720e+17
5.901936330817196819e+00 7.912181965520084480e+17
5.908188382015096884e+00 7.901852207197342720e+17
5.914440433212996062e+00 7.891522452763029760e+17
5.920692484410896128e+00 7.881192700424936960e+17
5.926944535608795306e+00 7.869455441274981120e+17
5.933196586806695372e+00 7.857412836417561600e+17
5.939448638004594549e+00 7.845370229478489600e+17
5.945700689202493727e+00 7.833327625702983680e+17
5.951952740400393793e+00 7.821285023292899840e+17
5.958204791598292971e+00 7.809242418553553920e+17
5.964456842796193037e+00 7.797199813515957760e+17
5.970708893994092215e+00 7.785157209415843840e+17
5.976960945191992280e+00 7.773114603051393280e+17
5.983212996389891458e+00 7.761071999493242880e+17
5.989465047587791524e+00 7.749029394894640640e+17
5.995717098785690702e+00 7.736986789908615680e+17
6.001969149983590768e+00 7.724944185572235520e+17
6.008221201181489945e+00 7.712901581152517120e+17
6.014473252379389123e+00 7.706648505917295360e+17
6.020725303577289189e+00 7.705539772110656000e+17
6.026977354775188367e+00 7.705289424790348800e+17
6.033229405973088433e+00 7.705039076346455040e+17
6.039481457170987611e+00 7.709728077539942400e+17
6.045733508368887676e+00 7.710318707591744000e+17
6.051985559566786854e+00 7.709744211372517120e+17
6.058237610764686920e+00 7.709169714947688960e+17
6.064489661962586098e+00 7.704528784677059840e+17
6.070741713160485276e+00 7.696619058031421440e+17
6.076993764358385341e+00 7.688897378214786560e+17
6.083245815556284519e+00 7.680955336975728640e+17
6.089497866754184585e+00 7.672161723978878720e+17
6.095749917952083763e+00 7.664006850814494720e+17
6.102001969149983829e+00 7.662530699352234240e+17
6.108254020347883007e+00 7.662530699352235520e+17
6.114506071545783072e+00 7.662530699352240640e+17
6.120758122743682250e+00 7.662530699352235520e+17
6.127010173941581428e+00 7.662530699352234240e+17
6.133262225139481494e+00 7.662530699352234240e+17
6.139514276337380672e+00 7.662530699352235520e+17
6.145766327535280737e+00 7.662530699352232960e+17
6.152018378733179915e+00 7.662530699352232960e+17
6.158270429931079981e+00 7.662530699352229120e+17
6.164522481128979159e+00 7.662530699352232960e+17
6.170774532326879225e+00 7.662530699352234240e+17
6.177026583524778403e+00 7.662530699352229120e+17
6.183278634722677580e+00 7.662530699352240640e+17
6.189530685920577646e+00 7.662530699352235520e+17
6.195782737118476824e+00 7.662530699352234240e+17
6.202034788316376890e+00 7.662530699352235520e+17
6.208286839514276068e+00 7.662530699352229120e+17
6.214538890712176133e+00 7.662530699352234240e+17
6.220790941910075311e+00 7.662530699352235520e+17
6.227042993107975377e+00 7.662530699352234240e+17
6.233295044305874555e+00 7.662530699352232960e+17
6.239547095503773733e+00 7.662530699352232960e+17
6.245799146701673799e+00 7.662530699352234240e+17
6.252051197899572976e+00 7.662530699352244480e+17
6.258303249097473042e+00 7.662530699352235520e+17
6.264555300295372220e+00 7.661818617888234240e+17
6.270807351493272286e+00 7.660047894342538240e+17
6.277059402691171464e+00 7.658065882238968320e+17
6.283311453889071529e+00 7.656083870084122880e+17
6.289563505086970707e+00 7.654101857929264640e+17
6.295815556284869885e+00 7.644794493045565440e+17
6.302067607482769951e+00 7.634728393126878720e+17
6.308319658680669129e+00 7.624899669026585600e+17
6.314571709878569195e+00 7.615070944057768960e+17
6.320823761076468372e+00 7.605242222709660160e+17
6.327075812274368438e+00 7.595413499038538240e+17
6.333327863472267616e+00 7.589171755357783040e+17
6.339579914670167682e+00 7.585946899125158400e+17
6.345831965868066860e+00 7.583241924808983040e+17
6.352084017065966037e+00 7.580536948451269120e+17
6.358336068263866103e+00 7.577831974897518080e+17
6.364588119461765281e+00 7.575126998727206400e+17
6.370840170659665347e+00 7.572422025171348480e+17
6.377092221857564525e+00 7.569717049003169280e+17
6.383344273055464591e+00 7.567012075445164800e+17
6.389596324253363768e+00 7.564307099279111680e+17
6.395848375451263834e+00 7.561602122268482560e+17
6.402100426649163012e+00 7.558897148707292160e+17
6.408352477847062190e+00 7.556192172544423680e+17
6.414604529044962256e+00 7.553487198981107200e+17
6.420856580242861433e+00 7.550782217464742400e+17
6.427108631440761499e+00 7.548077242576857600e+17
6.433360682638660677e+00 7.545372266196139520e+17
6.439612733836560743e+00 7.542667292094882560e+17
6.445864785034459921e+00 7.539962316136515840e+17
6.452116836232359987e+00 7.537257342167182080e+17
6.458368887430259164e+00 7.534552366210460160e+17
6.464620938628158342e+00 7.531847393833076480e+17
6.470872989826058408e+00 7.529142418477790720e+17
6.477125041023957586e+00 7.526437442115093760e+17
6.483377092221857652e+00 7.523732467365696000e+17
6.489629143419756829e+00 7.521027491510393600e+17
6.495881194617656895e+00 7.518322517710808320e+17
6.502133245815556073e+00 7.515617541061690880e+17
6.508385297013456139e+00 7.512912566054502400e+17
6.514637348211355317e+00 7.514961327690446080e+17
6.520889399409254494e+00 7.519002047586334720e+17
6.527141450607154560e+00 7.523082799070673920e+17
6.533393501805053738e+00 7.526162084145342720e+17
6.539645553002953804e+00 7.528997698442456320e+17
6.545897604200852982e+00 7.531833319653486080e+17
6.552149655398753048e+00 7.535740041050498560e+17
6.558401706596652225e+00 7.534385640919884800e+17
6.564653757794552291e+00 7.531619300375964160e+17
6.570905808992451469e+00 7.523180825107837440e+17
6.577157860190350647e+00 7.514599599697287680e+17
6.583409911388250713e+00 7.506353846921702400e+17
6.589661962586149890e+00 7.498108094062489600e+17
6.595914013784049956e+00 7.489684214445406720e+17
6.602166064981949134e+00 7.482498405572733440e+17
6.608418116179849200e+00 7.479990958049140480e+17
6.614670167377748378e+00 7.478606268634931200e+17
6.620922218575648444e+00 7.477221576407694080e+17
6.627174269773547621e+00 7.475836885833397760e+17
6.633426320971446799e+00 7.474452197550686720e+17
6.639678372169346865e+00 7.473067508513216000e+17
6.645930423367246043e+00 7.471682816547311360e+17
6.652182474565146109e+00 7.470298128248394240e+17
6.658434525763045286e+00 7.468913436737000960e+17
6.664686576960945352e+00 7.467528747633925120e+17
6.670938628158844530e+00 7.466144056994826240e+17
6.677190679356744596e+00 7.464759367091311360e+17
6.683442730554643774e+00 7.463374684530219520e+17
6.689694781752542951e+00 7.461989994965080320e+17
6.695946832950443017e+00 7.460605306625679360e+17
6.702198884148342195e+00 7.459220615670900480e+17
6.708450935346242261e+00 7.457835924946735360e+17
6.714702986544141439e+00 7.456451234531920640e+17
6.720955037742041505e+00 7.455066544117102080e+17
6.727207088939940682e+00 7.453681853702284800e+17
6.733459140137840748e+00 7.452297163287466240e+17
6.739711191335739926e+00 7.450453182044743680e+17
6.745963242533639104e+00 7.447262367305323520e+17
6.752215293731539170e+00 7.443744693813328640e+17
6.758467344929438347e+00 7.440227021018196480e+17
6.764719396127338413e+00 7.433250487657958400e+17
6.770971447325237591e+00 7.421961443232330240e+17
6.777223498523137657e+00 7.410680226865249280e+17
6.783475549721036835e+00 7.399645596288147200e+17
6.789727600918936901e+00 7.388610962600386560e+17
6.795979652116836078e+00 7.382411129402145280e+17
6.802231703314735256e+00 7.380279242635130880e+17
6.808483754512635322e+00 7.378894552394159360e+17
6.814735805710534500e+00 7.383349599224960000e+17
6.820987856908434566e+00 7.389389203852840960e+17
6.827239908106333743e+00 7.395428812199677440e+17
6.833491959304233809e+00 7.401468415980468480e+17
6.839744010502132987e+00 7.407508017343173120e+17
6.845996061700033053e+00 7.414635063249172480e+17
6.852248112897932231e+00 7.422059355871905280e+17
6.858500164095832297e+00 7.429483652769863680e+17
6.864752215293731474e+00 7.436907946565992960e+17
6.871004266491630652e+00 7.442875057053427200e+17
6.877256317689530718e+00 7.448279648166179840e+17
6.883508368887429896e+00 7.453639678705838080e+17
6.889760420085329962e+00 7.458999707281167360e+17
6.896012471283229139e+00 7.458507111623557120e+17
6.902264522481129205e+00 7.456226424988354560e+17
6.908516573679028383e+00 7.455449435717391360e+17
6.914768624876928449e+00 7.457556637390164480e+17
6.921020676074827627e+00 7.460345515927636480e+17
6.927272727272726804e+00 7.468247345849999360e+17
6.933524778470626870e+00 7.479764143512719360e+17
6.939776829668526048e+00 7.490639956324554240e+17
6.946028880866426114e+00 7.498036600201208320e+17
6.952280932064325292e+00 7.504557660249930240e+17
6.958532983262225358e+00 7.511484645014384640e+17
6.964785034460124535e+00 7.518931337058406400e+17
6.971037085658024601e+00 7.526492071862440960e+17
6.977289136855923779e+00 7.534052798326169600e+17
6.983541188053822957e+00 7.540923147938608640e+17
6.989793239251723023e+00 7.547322586360654080e+17
6.996045290449622200e+00 7.553643999343165440e+17
7.002297341647522266e+00 7.559965408344744960e+17
7.008549392845421444e+00 7.566286817027432960e+17
7.014801444043321510e+00 7.572608225012216320e+17
7.021053495241220688e+00 7.578929637319447040e+17
7.027305546439120754e+00 7.585251047371069440e+17
7.033557597637019931e+00 7.591572458206579200e+17
7.039809648834919109e+00 7.597893868550298880e+17
7.046061700032819175e+00 7.604215278072627200e+17
7.052313751230718353e+00 7.610536687255517440e+17
7.058565802428618419e+00 7.616858096227870720e+17
7.064817853626517596e+00 7.623179505351375360e+17
7.071069904824417662e+00 7.629334099812340480e+17
7.077321956022316840e+00 7.634273321769777920e+17
7.083574007220216906e+00 7.638875912215918080e+17
7.089826058418116084e+00 7.643478503131549440e+17
7.096078109616015261e+00 7.648081095293360640e+17
7.102330160813915327e+00 7.652683686742174720e+17
7.108582212011814505e+00 7.647675760204188160e+17
7.114834263209714571e+00 7.641626402069894400e+17
7.121086314407613749e+00 7.636085964228620800e+17
7.127338365605513815e+00 7.630545522873512960e+17
7.133590416803412992e+00 7.625005084785871360e+17
7.139842468001313058e+00 7.620288908442496000e+17
7.146094519199212236e+00 7.621581807107061760e+17
7.152346570397111414e+00 7.624564213108928000e+17
7.158598621595011480e+00 7.627546622723054080e+17
7.164850672792910657e+00 7.630529029918293760e+17
7.171102723990810723e+00 7.633511439775008000e+17
7.177354775188709901e+00 7.636493846139374080e+17
7.183606826386609967e+00 7.639476255747596800e+17
7.189858877584509145e+00 7.642458666426488320e+17
7.196110928782409211e+00 7.645441073860759040e+17
7.202362979980308388e+00 7.648423483258745600e+17
7.208615031178207566e+00 7.651405890618240000e+17
7.214867082376107632e+00 7.654388300014361600e+17
7.221119133574006810e+00 7.657370710272506880e+17
7.227371184771906876e+00 7.660353117634790400e+17
7.233623235969806053e+00 7.663335521473484800e+17
7.239875287167706119e+00 7.666317929217950720e+17
7.246127338365605297e+00 7.669300339198873600e+17
7.252379389563505363e+00 7.672282749428546560e+17
7.258631440761404541e+00 7.675265155526117120e+17
7.264883491959303718e+00 7.678247563861422080e+17
7.271135543157203784e+00 7.681229975406379520e+17
7.277387594355102962e+00 7.684212382974813440e+17
7.283639645553003028e+00 7.687194789147104000e+17
7.289891696750902206e+00 7.690177200079096320e+17
7.296143747948802272e+00 7.693159608027093760e+17
7.302395799146701449e+00 7.696142018104638720e+17
7.308647850344601515e+00 7.697738468171856640e+17
7.314899901542500693e+00 7.698567538622508800e+17
7.321151952740399871e+00 7.699291243802992640e+17
7.327404003938299937e+00 7.700014947135673600e+17
7.333656055136199114e+00 7.693693691934082560e+17
7.339908106334099180e+00 7.685994713559706880e+17
7.346160157531998358e+00 7.678705439200902400e+17
7.352412208729898424e+00 7.671469129020572160e+17
7.358664259927797602e+00 7.664232816823544320e+17
7.364916311125697668e+00 7.668208660365881600e+17
7.371168362323596845e+00 7.675632954806016000e+17
7.377420413521496023e+00 7.683057245349825280e+17
7.383672464719396089e+00 7.690481538362204160e+17
7.389924515917295267e+00 7.697905833532070400e+17
7.396176567115195333e+00 7.705330127973562880e+17
7.402428618313094510e+00 7.712754423142748160e+17
7.408680669510994576e+00 7.720178712965688320e+17
7.414932720708893754e+00 7.727603006698254080e+17
7.421184771906793820e+00 7.735027302194383360e+17
7.427436823104692998e+00 7.742451596637583360e+17
7.433688874302592176e+00 7.749875890975490560e+17
7.439940925500492241e+00 7.757300181545396480e+17
7.446192976698391419e+00 7.764724476726269440e+17
7.452445027896291485e+00 7.772148767917498880e+17
7.458697079094190663e+00 7.779573063349704960e+17
