,EKSPLA diode,Faraday,4-frame 56A,4-frame 56B,Return Rogowski ROGA,Return Rogowski ROGB,,
-895.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-894.8,0,-0.053,-0.25,-0.25,-0.094,-0.047,-0.016,0.019
-893.8,0,-0.053,-0.25,-0.25,-0.094,-0.047,-0.016,-0.012
-892.8,0,-0.053,-0.25,-0.25,-0.094,-0.047,-0.016,-0.012
-891.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-890.8,0,-0.1,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-889.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-888.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-887.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.044
-886.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,0,0.019
-885.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-884.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-883.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-882.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
-881.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-880.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-879.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-878.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,0,0.019
-877.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.044
-876.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-875.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-874.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
-873.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-872.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-871.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-870.8,0,-0.053,-0.25,-0.062,-0.094,-0.047,0,-0.012
-869.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-868.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-867.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
-866.8,0,-0.053,-0.25,-0.25,-0.094,-0.047,0,-0.012
-865.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
-864.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
-863.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-862.8,0,-0.1,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-861.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-860.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-859.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
-858.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
-857.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
-856.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-855.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-854.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,0,-0.012
-853.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-852.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-851.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-850.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,0,-0.012
-849.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-848.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-847.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-846.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,0,0.019
-845.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.044
-844.8,0,-0.1,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-843.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.044
-842.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
-841.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.044
-840.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,0.019
-839.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-838.8,0,-0.053,-0.062,-0.25,-0.094,-0.094,-0.016,-0.012
-837.8,0,-0.053,-0.062,-0.062,-0.094,-0.094,-0.016,-0.012
-836.8,0,-0.1,-0.062,-0.062,-0.094,-0.094,-0.016,0.019
-835.8,0,-0.053,-0.062,-0.062,-0.094,-0.094,-0.016,-0.044
-834.8,0,-0.053,-0.062,-0.062,-0.094,-0.094,-0.016,-0.012
-833.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-832.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,0.019
-831.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.044
-830.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-829.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-828.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-827.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.044
-826.8,0,-0.1,-0.25,-0.25,-0.094,-0.094,-0.016,0.019
-825.8,0,-0.006,-0.25,-0.062,-0.094,-0.094,-0.016,-0.044
-824.8,0,-0.1,-0.25,-0.062,-0.094,-0.047,-0.016,-0.044
-823.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-822.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,0.019
-821.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-820.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-819.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-818.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-817.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-816.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-815.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.044
-814.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,0,0.019
-813.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-812.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-811.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.044
-810.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,0,0.019
-809.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-808.8,0,-0.053,-0.25,-0.062,-0.094,-0.047,-0.016,-0.012
-807.8,0,-0.053,-0.25,-0.062,-0.094,-0.047,-0.016,-0.012
-806.8,0,-0.053,-0.25,-0.062,-0.094,-0.047,-0.016,-0.012
-805.8,0,-0.053,-0.25,-0.062,-0.094,-0.047,-0.016,-0.012
-804.8,0,-0.053,-0.25,-0.25,-0.094,-0.047,-0.016,-0.012
-803.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-802.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,0.019
-801.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.044
-800.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-799.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-798.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,0,0.019
-797.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.044
-796.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
-795.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
-794.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
-793.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-792.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-791.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-790.8,0,-0.053,-0.25,-0.25,-0.094,-0.047,-0.016,-0.012
-789.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-788.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-787.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.044
-786.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,0.019
-785.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-784.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-783.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.044
-782.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,0.019
-781.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-780.8,0,-0.053,-0.25,-0.062,-0.094,-0.047,-0.016,-0.012
-779.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-778.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
-777.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-776.8,0,-0.1,-0.25,-0.062,-0.094,-0.094,0,-0.012
-775.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-774.8,0,-0.053,-0.25,-0.062,-0.094,-0.047,0,0.019
-773.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.044
-772.8,0,-0.1,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-771.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-770.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,0.019
-769.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.044
-768.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
-767.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-766.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,0.019
-765.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.044
-764.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-763.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-762.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,0.019
-761.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.044
-760.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-759.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-758.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-757.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-756.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-755.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-754.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,0,-0.012
-753.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-752.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-751.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.044
-750.8,0,-0.053,-0.25,-0.25,-0.094,-0.047,0,0.019
-749.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
-748.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
-747.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-746.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,0.019
-745.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.044
-744.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-743.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-742.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-741.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-740.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-739.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.044
-738.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,0.019
-737.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-736.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-735.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-734.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
-733.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-732.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.044
-731.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.044
-730.8,0,-0.053,-0.25,-0.25,-0.047,-0.094,-0.016,-0.044
-729.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-728.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-727.8,0,-0.053,-0.25,-0.062,-0.094,-0.047,-0.016,-0.012
-726.8,0,-0.053,-0.25,-0.062,-0.094,-0.047,-0.016,-0.012
-725.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-724.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-723.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-722.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-721.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-720.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
-719.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-718.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,0.019
-717.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.044
-716.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.044
-715.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-714.8,0,-0.1,-0.25,-0.25,-0.094,-0.094,-0.016,0.019
-713.8,0,-0.006,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-712.8,0,-0.1,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-711.8,0,-0.006,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-710.8,0,-0.1,-0.25,-0.25,-0.094,-0.047,0,-0.012
-709.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-708.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-707.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-706.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
-705.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-704.8,0,-0.1,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-703.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-702.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,0,0.019
-701.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.044
-700.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-699.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-698.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,0.019
-697.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.044
-696.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,0.019
-695.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-694.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-693.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.044
-692.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,0.019
-691.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-690.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-689.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-688.8,0,-0.053,-0.25,-0.25,-0.094,-0.047,-0.016,-0.012
-687.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-686.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-685.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-684.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,0,-0.012
-683.8,0,-0.053,-0.25,-0.25,-0.094,-0.047,-0.016,-0.044
-682.8,0,-0.053,-0.25,-0.25,-0.047,-0.047,-0.016,0.019
-681.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-680.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-679.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-678.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
-677.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-676.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-675.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-674.8,0,-0.053,-0.25,-0.062,-0.094,-0.047,0,-0.012
-673.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-672.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-671.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-670.8,0,-0.053,-0.25,-0.062,-0.094,-0.047,0,0.019
-669.8,0,-0.053,-0.25,-0.062,-0.094,-0.047,-0.016,-0.044
-668.8,0,-0.1,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-667.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-666.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,0,0.019
-665.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.044
-664.8,0,-0.053,-0.25,-0.062,-0.094,-0.047,-0.016,-0.012
-663.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-662.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,0.019
-661.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.044
-660.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,0,-0.012
-659.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-658.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-657.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-656.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-655.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-654.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-653.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-652.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-651.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-650.8,0,-0.053,-0.25,-0.25,-0.047,-0.094,0,0.019
-649.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-648.8,0,-0.053,-0.25,-0.062,-0.094,-0.047,-0.016,-0.012
-647.8,0,-0.053,-0.25,-0.062,-0.094,-0.047,-0.016,-0.012
-646.8,0,-0.053,-0.25,-0.062,-0.094,-0.047,-0.016,0.019
-645.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.044
-644.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-643.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-642.8,0,-0.053,-0.25,-0.25,-0.094,-0.047,0,-0.012
-641.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.044
-640.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-639.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-638.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-637.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-636.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-635.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.044
-634.8,0,-0.053,-0.25,-0.062,-0.094,-0.047,0,0.019
-633.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-632.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-631.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.044
-630.8,0,-0.053,-0.25,-0.062,-0.047,-0.094,-0.016,0.019
-629.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-628.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-627.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-626.8,0,-0.053,-0.25,-0.25,-0.094,-0.047,-0.016,-0.012
-625.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-624.8,0,-0.053,-0.25,-0.25,-0.094,-0.047,-0.016,-0.012
-623.8,0,-0.053,-0.25,-0.25,-0.094,-0.047,-0.016,-0.012
-622.8,0,-0.053,-0.25,-0.25,-0.094,-0.047,-0.016,-0.012
-621.8,0,-0.053,-0.25,-0.062,-0.094,-0.047,-0.016,-0.012
-620.8,0,-0.053,-0.25,-0.062,-0.094,-0.047,-0.016,-0.012
-619.8,0,-0.053,-0.25,-0.062,-0.094,-0.047,-0.016,-0.012
-618.8,0,-0.053,-0.25,-0.062,-0.094,-0.047,-0.016,-0.012
-617.8,0,-0.053,-0.25,-0.062,-0.094,-0.047,-0.016,-0.012
-616.8,0,-0.053,-0.25,-0.062,-0.094,-0.047,-0.016,-0.044
-615.8,0,-0.053,-0.25,-0.062,-0.094,-0.047,-0.016,-0.044
-614.8,0,-0.053,-0.25,-0.062,-0.047,-0.047,-0.016,-0.012
-613.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-612.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,0.019
-611.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.044
-610.8,0,-0.053,-0.25,-0.062,-0.094,-0.047,-0.016,0.019
-609.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-608.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-607.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.044
-606.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,0.019
-605.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-604.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-603.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-602.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,0.019
-601.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.044
-600.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-599.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-598.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,0.019
-597.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.044
-596.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,0,0.019
-595.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
-594.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.012
-593.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-592.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-591.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-590.8,0,-0.053,-0.25,-0.062,-0.094,-0.047,-0.016,-0.012
-589.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-588.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.044
-587.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.044
-586.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,0,-0.044
-585.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.044
-584.8,0,-0.053,-0.25,-0.062,-0.094,-0.047,-0.016,-0.044
-583.8,0,-0.053,-0.25,-0.062,-0.094,-0.047,-0.016,-0.044
-582.8,0,-0.053,-0.25,-0.062,-0.094,-0.047,0,-0.012
-581.8,0,-0.053,-0.25,-0.062,-0.094,-0.047,-0.016,-0.044
-580.8,0,-0.053,-0.25,-0.062,-0.094,-0.047,-0.016,0.019
-579.8,0,-0.053,-0.25,-0.062,-0.094,-0.047,-0.016,-0.012
-578.8,0,-0.053,-0.25,-0.062,-0.094,-0.047,0,-0.012
-577.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-576.8,0,-0.1,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-575.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-574.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,0,-0.012
-573.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.012
-572.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,0.019
-571.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.044
-570.8,0,-0.053,-0.25,-0.062,-0.094,-0.047,0,-0.012
-569.8,0,-0.053,-0.25,-0.062,-0.094,-0.047,0,-0.012
-568.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,0,0.019
-567.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,0,-0.044
-566.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,0,0.019
-565.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,0,-0.012
-564.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,0,-0.012
-563.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,-0.044
-562.8,0,-0.053,-0.25,-0.25,-0.094,-0.094,-0.016,0.019
-561.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-560.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
-559.8,0,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
