,EKSPLA diode,Faraday,4-frame 56A,4-frame 56B,Return Rogowski ROGA,Return Rogowski ROGB,,
2036.2,5.187,-0.1,0.125,-0.062,-0.234,0.094,0.016,-0.075
2037.2,5.375,-0.1,-0.25,-0.062,-0.234,0.094,-0.156,-0.012
2038.2,5.562,-0.1,0.312,0.125,-0.234,-0.094,-0.156,0.05
2039.2,5.687,-0.1,-0.062,-0.062,-0.141,-0.047,-0.062,-0.044
2040.2,5.687,-0.1,-0.25,-0.062,-0.187,-0.141,-0.094,-0.044
2041.2,5.562,-0.1,-0.437,-0.062,-0.141,0.047,0.047,0.019
2042.2,5.562,-0.1,0.125,-0.25,-0.234,-0.047,0.078,-0.012
2043.2,5.75,-0.1,-0.062,-0.25,-0.234,0.141,0.062,-0.044
2044.2,5.625,-0.1,-0.062,-0.062,-0.187,0,0.047,-0.044
2045.2,5.437,-0.1,-0.062,-0.062,-0.141,0.094,0.078,0.019
2046.2,5.312,-0.1,-0.062,-0.062,-0.141,-0.047,0.109,-0.012
2047.2,5.437,-0.1,-0.062,-0.062,-0.187,-0.187,0.047,-0.012
2048.2,5.687,-0.1,-0.062,-0.062,-0.187,-0.094,0.016,-0.044
2049.2,5.937,-0.1,-0.062,-0.25,-0.187,-0.047,-0.109,-0.012
2050.2,6.062,-0.053,0.125,-0.062,-0.187,0,-0.109,0.019
2051.2,5.687,-0.1,-0.062,-0.062,-0.141,0.141,-0.109,-0.012
2052.2,5.312,-0.1,-0.062,-0.062,-0.141,0,-0.031,-0.044
2053.2,5.375,-0.1,-0.062,-0.062,-0.141,0.047,0.156,0.019
2054.2,5.562,-0.1,0.125,-0.25,-0.187,-0.141,0.187,-0.012
2055.2,5.75,-0.1,-0.062,-0.25,-0.187,-0.047,0.141,-0.012
2056.2,5.812,-0.1,-0.062,-0.062,-0.187,-0.047,-0.078,-0.044
2057.2,5.687,-0.1,-0.062,-0.062,-0.187,-0.047,-0.156,0.081
2058.2,5.562,-0.053,-0.25,0.125,-0.187,-0.047,-0.047,-0.012
2059.2,5.562,-0.1,-0.062,-0.25,-0.234,-0.094,-0.031,-0.044
2060.2,5.687,-0.1,-0.062,-0.25,-0.187,0,0,-0.012
2061.2,5.937,-0.1,-0.062,-0.25,-0.141,0,-0.031,0.019
2062.2,6.125,-0.1,0.125,-0.062,-0.141,0.094,-0.094,-0.044
2063.2,5.937,-0.1,-0.062,-0.062,-0.187,0.047,-0.141,-0.012
2064.2,5.75,-0.1,-0.062,0.125,-0.187,-0.187,-0.094,0.019
2065.2,5.562,-0.1,-0.25,-0.25,-0.234,-0.187,0.094,-0.012
2066.2,5.437,-0.1,-0.25,-0.062,-0.187,-0.094,0.078,-0.075
2067.2,5.562,-0.1,-0.25,-0.062,-0.094,0.047,0.094,0.019
2068.2,5.812,-0.1,-0.25,-0.062,-0.094,0.094,0.047,0.019
2069.2,5.687,-0.1,-0.062,-0.062,-0.141,0.047,-0.078,-0.012
2070.2,5.625,-0.053,-0.062,-0.25,-0.187,-0.141,-0.125,-0.044
2071.2,5.687,-0.1,-0.062,-0.25,-0.187,-0.234,-0.094,0.019
2072.2,5.812,-0.1,0.125,-0.25,-0.141,-0.047,0.031,-0.044
2073.2,5.875,-0.1,-0.062,-0.062,-0.141,0.141,0.016,0.019
2074.2,5.687,-0.1,-0.062,0.125,-0.094,0.141,-0.078,0.05
2075.2,5.375,-0.1,-0.25,-0.062,-0.141,-0.141,-0.078,-0.012
2076.2,5.125,-0.1,-0.062,-0.062,-0.187,-0.234,-0.062,-0.075
2077.2,5.187,-0.1,-0.062,-0.25,-0.141,-0.187,0.031,0.019
2078.2,5.562,-0.1,0.125,-0.25,-0.094,0.047,0.125,-0.012
2079.2,5.937,-0.1,-0.062,-0.062,-0.141,0.187,0.109,-0.012
2080.2,6.062,-0.1,-0.062,-0.062,-0.187,0.094,-0.062,-0.044
2081.2,6,-0.1,-0.062,-0.062,-0.187,-0.047,-0.125,0.019
2082.2,5.687,-0.053,-0.062,-0.062,-0.141,-0.281,-0.094,-0.044
2083.2,5.437,-0.1,-0.25,-0.062,-0.141,-0.187,-0.109,-0.044
2084.2,5.437,-0.1,-0.25,-0.062,-0.094,-0.047,0,0.019
2085.2,5.625,-0.1,-0.437,-0.062,-0.141,0.187,0.078,0.019
2086.2,5.687,-0.1,0.125,-0.25,-0.234,0,0.016,-0.012
2087.2,5.625,-0.053,-0.062,-0.25,-0.187,-0.094,-0.047,-0.012
2088.2,5.562,-0.1,-0.062,-0.25,-0.141,-0.234,-0.125,-0.044
2089.2,5.625,-0.1,-0.062,-0.062,-0.047,-0.141,-0.094,0.019
2090.2,5.812,-0.1,-0.062,-0.062,-0.047,-0.047,0.062,-0.012
2091.2,5.937,-0.1,-0.062,-0.062,-0.141,0.141,0.172,-0.044
2092.2,5.875,-0.1,-0.25,0.125,-0.187,-0.047,0.109,-0.012
2093.2,5.5,-0.053,-0.25,-0.062,-0.141,-0.187,-0.047,0.019
2094.2,5.312,-0.1,-0.25,-0.062,-0.141,-0.187,-0.031,-0.012
2095.2,5.187,-0.1,-0.062,-0.25,-0.094,-0.187,-0.062,-0.044
2096.2,5.437,-0.1,-0.062,-0.062,-0.141,0,-0.094,0.019
2097.2,5.625,-0.1,-0.062,-0.062,-0.141,0.094,-0.062,0.019
2098.2,5.687,-0.053,-0.062,-0.062,-0.141,-0.047,-0.062,-0.044
2099.2,5.625,-0.1,-0.062,-0.062,-0.141,-0.094,-0.047,-0.044
2100.2,5.625,-0.1,-0.062,0.125,-0.141,-0.234,-0.062,-0.012
2101.2,5.562,-0.1,-0.25,-0.062,-0.141,-0.047,0.031,-0.012
2102.2,5.625,-0.1,-0.25,-0.062,-0.141,0,0.062,-0.012
2103.2,5.5,-0.1,-0.062,-0.062,-0.141,0.047,0.141,-0.012
2104.2,5.5,-0.006,-0.062,-0.062,-0.141,-0.094,0.109,-0.012
2105.2,5.25,-0.053,-0.062,-0.25,-0.094,-0.187,-0.016,0.019
2106.2,5.062,-0.053,0.125,-0.437,-0.141,-0.141,-0.031,-0.044
2107.2,5.25,-0.1,-0.25,-0.062,-0.141,0.047,-0.062,-0.044
2108.2,5.5,-0.1,-0.062,-0.062,-0.141,0.047,-0.062,-0.012
2109.2,5.687,-0.1,-0.062,-0.062,-0.141,-0.047,0.031,0.019
2110.2,5.687,-0.053,-0.25,-0.062,-0.187,-0.141,0.031,-0.044
2111.2,5.5,-0.1,-0.437,-0.062,-0.047,-0.187,0,-0.012
2112.2,5.312,-0.053,-0.25,0.125,-0.047,-0.141,-0.062,0.019
2113.2,5.375,-0.006,-0.25,-0.062,-0.094,0.047,0.031,-0.012
2114.2,5.375,0.041,-0.062,-0.437,-0.187,0,0.062,-0.044
2115.2,5.312,-0.053,-0.062,-0.25,-0.141,-0.047,0.141,-0.012
2116.2,5.25,-0.1,0.312,-0.25,-0.141,-0.094,0.094,-0.012
2117.2,5.25,-0.1,-0.062,-0.062,-0.094,-0.094,-0.031,-0.012
2118.2,5.187,-0.1,-0.25,-0.062,-0.047,-0.094,-0.062,-0.044
2119.2,5.25,-0.1,-0.437,-0.062,-0.094,-0.094,-0.109,0.019
2120.2,5.437,0.041,-0.25,-0.062,-0.141,-0.094,-0.094,-0.012
2121.2,5.687,-0.006,-0.25,-0.062,-0.141,-0.047,-0.047,-0.012
2122.2,5.75,-0.053,0.125,-0.25,-0.141,-0.094,0.031,-0.012
2123.2,5.562,-0.1,-0.062,-0.25,-0.094,-0.094,0.125,-0.012
2124.2,5.25,-0.053,-0.062,-0.25,-0.094,-0.141,0.141,-0.012
2125.2,5.125,-0.053,-0.062,-0.062,-0.094,-0.141,0.047,-0.012
2126.2,5.125,-0.053,-0.062,-0.062,-0.094,-0.141,-0.031,-0.012
2127.2,5.062,-0.1,-0.25,-0.062,-0.094,-0.094,0,-0.012
2128.2,5.187,-0.053,-0.25,0.125,-0.094,-0.047,-0.016,-0.012
2129.2,5.25,-0.006,-0.25,-0.062,-0.094,-0.047,0.031,0.019
2130.2,5.375,-0.053,-0.062,-0.25,-0.141,-0.094,0.062,-0.044
2131.2,5.5,-0.1,-0.062,-0.25,-0.141,-0.141,0.016,-0.012
2132.2,5.5,-0.053,-0.062,-0.25,-0.141,-0.094,0.031,-0.012
2133.2,5.375,-0.1,-0.062,-0.25,-0.094,-0.094,0.031,-0.012
2134.2,5.25,-0.1,0.125,-0.062,-0.094,-0.094,0.016,-0.012
2135.2,5.062,-0.1,-0.25,-0.062,-0.094,-0.094,0.047,-0.012
2136.2,4.937,-0.1,-0.25,0.125,-0.094,-0.094,0.078,-0.012
2137.2,5.062,-0.053,-0.437,-0.062,-0.141,-0.187,0.062,-0.012
2138.2,5.187,-0.053,-0.25,-0.062,-0.141,-0.094,0.047,-0.044
2139.2,5.375,-0.053,-0.062,-0.25,-0.141,-0.094,0.078,-0.012
2140.2,5.562,-0.053,-0.062,-0.25,-0.141,0,0.047,-0.012
2141.2,5.75,-0.053,-0.062,-0.062,-0.094,-0.047,0.031,0.019
2142.2,5.375,-0.053,-0.062,-0.062,-0.094,-0.094,0.016,-0.012
2143.2,5.125,-0.053,-0.062,-0.062,-0.094,-0.141,0.016,-0.044
2144.2,5.125,-0.053,-0.25,-0.062,-0.141,-0.234,0,-0.012
2145.2,5.062,-0.1,-0.25,-0.062,-0.094,-0.141,0.031,0.019
2146.2,5.187,-0.006,-0.25,-0.062,-0.141,-0.094,0.016,-0.044
2147.2,5.25,0.041,-0.062,-0.062,-0.094,0.047,0.016,-0.012
2148.2,5.437,0.087,-0.062,-0.062,-0.094,-0.047,0,0.019
2149.2,5.5,0.041,-0.062,-0.062,-0.094,-0.094,-0.125,-0.012
2150.2,5.625,-0.006,-0.062,-0.062,-0.094,-0.141,-0.187,-0.044
2151.2,5.562,-0.053,-0.062,-0.062,-0.141,-0.187,-0.187,-0.012
2152.2,5.375,-0.1,0.125,-0.062,-0.141,-0.094,-0.062,-0.012
2153.2,5.125,-0.1,-0.062,-0.062,-0.141,-0.047,0.031,-0.012
2154.2,5,-0.1,-0.062,-0.062,-0.094,-0.141,0.094,-0.012
2155.2,5.062,-0.053,-0.062,-0.062,-0.094,-0.094,0.078,-0.012
2156.2,5.062,-0.053,-0.062,-0.062,-0.094,-0.094,-0.016,-0.012
2157.2,5.187,-0.006,-0.062,-0.25,-0.094,-0.047,-0.062,-0.012
2158.2,5.125,-0.053,-0.062,-0.25,-0.094,-0.094,-0.125,-0.012
2159.2,5.125,-0.1,-0.062,-0.062,-0.141,-0.047,-0.125,-0.012
2160.2,5.187,-0.1,-0.062,-0.062,-0.141,-0.141,-0.094,-0.012
2161.2,5.187,-0.1,-0.062,-0.062,-0.141,-0.141,0.016,-0.012
2162.2,5.312,-0.1,-0.062,-0.062,-0.094,-0.187,0.062,-0.044
2163.2,5.25,-0.053,-0.25,-0.062,-0.047,-0.187,0.062,-0.012
2164.2,5.187,-0.053,-0.25,-0.062,-0.094,0,0.109,0.019
2165.2,5.125,-0.006,-0.25,-0.062,-0.094,0.047,0.078,-0.012
2166.2,5.062,-0.006,-0.062,-0.062,-0.141,-0.047,0.031,-0.044
2167.2,5,-0.053,-0.062,-0.062,-0.141,-0.094,-0.062,-0.012
2168.2,5.125,-0.053,-0.062,-0.25,-0.141,-0.187,-0.156,-0.012
2169.2,5.187,-0.1,-0.062,-0.25,-0.094,-0.141,-0.125,-0.012
2170.2,5.187,-0.053,-0.062,-0.062,-0.094,-0.094,-0.094,0.019
2171.2,5.125,-0.006,-0.25,-0.062,-0.047,-0.047,0,0.019
2172.2,5.062,0.041,-0.25,0.125,-0.094,-0.094,-0.016,-0.012
2173.2,5.062,-0.006,-0.25,-0.062,-0.094,-0.094,0.016,0.019
2174.2,5.062,-0.006,-0.062,-0.25,-0.141,-0.094,0.016,-0.044
2175.2,5,-0.006,-0.062,-0.25,-0.141,-0.047,-0.031,-0.012
2176.2,5,0.041,-0.062,-0.25,-0.094,0,-0.078,-0.012
2177.2,5,-0.053,-0.062,-0.062,-0.094,-0.094,-0.094,0.019
2178.2,5.062,-0.1,-0.062,-0.062,-0.094,-0.094,-0.062,-0.044
2179.2,5.062,-0.1,-0.062,-0.062,-0.094,-0.234,-0.047,-0.012
2180.2,5.125,-0.1,-0.25,-0.062,-0.141,-0.281,-0.031,0.019
2181.2,5.25,-0.053,-0.25,-0.062,-0.141,-0.094,0,-0.012
2182.2,5.187,-0.053,-0.25,-0.062,-0.141,0,-0.016,-0.044
2183.2,5.062,-0.006,-0.062,-0.062,-0.094,0.094,0,-0.012
2184.2,5,0.041,-0.062,-0.062,-0.094,-0.047,0.062,-0.012
2185.2,4.937,-0.053,-0.062,-0.062,-0.047,-0.094,0.031,-0.012
2186.2,4.812,-0.053,-0.062,-0.062,-0.094,-0.187,-0.078,-0.012
2187.2,4.875,-0.1,-0.062,-0.062,-0.094,-0.141,-0.125,-0.012
2188.2,4.812,-0.1,-0.062,-0.062,-0.141,-0.141,-0.109,-0.012
2189.2,4.875,-0.1,-0.062,-0.062,-0.094,-0.047,-0.047,-0.012
2190.2,4.75,-0.006,-0.25,-0.062,-0.094,-0.047,0.078,-0.044
2191.2,4.625,-0.053,-0.25,-0.062,-0.047,-0.047,0.141,-0.012
2192.2,4.625,-0.053,-0.25,-0.062,-0.094,-0.141,0.062,-0.012
2193.2,4.562,-0.1,-0.062,-0.062,-0.094,-0.094,0.016,-0.012
2194.2,4.562,-0.053,-0.062,-0.062,-0.094,-0.141,-0.047,-0.012
2195.2,4.625,-0.053,-0.062,-0.062,-0.141,-0.094,-0.109,-0.012
2196.2,4.562,-0.053,-0.062,-0.062,-0.141,-0.047,-0.125,-0.012
2197.2,4.562,-0.1,-0.062,-0.062,-0.094,-0.094,-0.062,-0.012
2198.2,4.562,-0.1,-0.062,-0.062,-0.094,-0.094,0,-0.012
2199.2,4.562,-0.1,-0.062,-0.062,-0.047,-0.187,0.078,-0.012
2200.2,4.562,-0.006,-0.062,-0.062,-0.094,-0.141,0.094,-0.012
2201.2,4.562,-0.053,-0.062,-0.062,-0.094,-0.094,0.062,-0.012
2202.2,4.625,-0.053,0.125,-0.062,-0.141,-0.094,-0.016,-0.012
2203.2,4.562,-0.053,-0.062,-0.062,-0.141,-0.047,-0.047,-0.012
2204.2,4.375,-0.053,-0.062,-0.062,-0.141,-0.094,-0.062,-0.012
2205.2,4.187,-0.053,-0.062,-0.062,-0.094,-0.141,-0.062,-0.012
2206.2,4.187,-0.053,-0.25,-0.062,-0.094,-0.141,-0.078,-0.012
2207.2,4.125,-0.053,-0.25,-0.062,-0.094,-0.141,-0.109,-0.012
2208.2,4.125,-0.053,-0.25,-0.062,-0.094,-0.141,-0.078,-0.012
2209.2,4.187,-0.1,-0.062,-0.062,-0.094,-0.094,-0.047,-0.012
2210.2,4.25,-0.1,-0.062,-0.062,-0.094,0,0,-0.012
2211.2,4.25,-0.053,-0.062,-0.062,-0.094,-0.047,0.047,-0.012
2212.2,4.312,-0.006,-0.062,-0.062,-0.094,-0.094,0.062,-0.012
2213.2,4.25,-0.053,-0.062,-0.062,-0.094,-0.141,0.062,-0.012
2214.2,4.187,-0.053,-0.062,-0.062,-0.094,-0.234,0.062,-0.012
2215.2,4.125,-0.1,-0.062,-0.062,-0.094,-0.141,0.078,-0.012
2216.2,4.062,-0.1,-0.062,-0.062,-0.094,-0.047,0.062,-0.012
2217.2,4.125,-0.1,-0.062,-0.062,-0.094,-0.047,0.062,-0.012
2218.2,4.312,-0.1,0.125,-0.25,-0.094,-0.094,0.031,-0.012
2219.2,4.375,-0.1,-0.062,-0.25,-0.094,-0.094,-0.078,-0.012
2220.2,4.25,-0.053,-0.062,-0.062,-0.094,-0.141,-0.125,-0.012
2221.2,4.187,-0.1,-0.062,-0.062,-0.094,-0.094,-0.094,-0.012
2222.2,4.25,-0.1,-0.25,-0.062,-0.094,-0.047,0,-0.012
2223.2,4.312,-0.1,-0.25,-0.062,-0.094,-0.094,0.094,-0.012
2224.2,4.25,-0.006,-0.25,-0.062,-0.094,-0.187,0.094,-0.012
2225.2,3.937,-0.053,-0.25,-0.25,-0.094,-0.141,0.031,-0.012
2226.2,3.812,-0.053,-0.062,-0.25,-0.094,-0.141,0,-0.012
2227.2,3.625,-0.053,-0.062,-0.062,-0.094,-0.094,0.031,-0.012
2228.2,3.812,-0.006,0.125,-0.062,-0.094,-0.047,0.047,-0.012
2229.2,4,-0.1,-0.062,-0.062,-0.047,-0.094,0.031,0.019
2230.2,4.312,-0.1,-0.062,-0.062,-0.094,-0.141,-0.047,-0.044
2231.2,4.187,-0.053,-0.062,-0.062,-0.094,-0.141,-0.125,-0.012
2232.2,4,-0.006,-0.062,-0.062,-0.094,-0.187,-0.094,-0.012
2233.2,3.687,-0.053,-0.062,-0.062,-0.094,-0.094,0,-0.012
2234.2,3.875,-0.053,-0.062,-0.062,-0.094,-0.094,0.109,-0.012
2235.2,4.062,-0.053,-0.062,-0.062,-0.094,-0.094,0.156,-0.012
2236.2,4.312,-0.1,-0.25,-0.062,-0.094,-0.141,0.141,-0.012
2237.2,4.312,-0.1,-0.25,-0.062,-0.094,-0.187,0.078,-0.012
2238.2,4,-0.1,-0.25,-0.062,-0.094,-0.094,0.016,-0.012
2239.2,3.75,-0.1,-0.062,-0.062,-0.094,-0.047,0,-0.012
2240.2,3.937,-0.006,-0.062,-0.062,-0.094,-0.094,-0.031,-0.012
2241.2,4,-0.1,-0.062,-0.062,-0.094,-0.094,-0.047,-0.012
2242.2,4.125,-0.1,-0.062,-0.062,-0.094,-0.187,-0.062,-0.012
2243.2,3.812,-0.1,-0.062,-0.062,-0.094,-0.141,-0.062,-0.012
2244.2,3.5,-0.1,-0.25,-0.062,-0.094,-0.141,0.016,-0.012
2245.2,3.25,-0.1,-0.062,-0.062,-0.094,-0.094,0.094,0.019
2246.2,3.562,-0.1,-0.062,-0.062,-0.094,-0.047,0.141,-0.044
2247.2,3.875,-0.1,-0.062,-0.062,-0.094,-0.094,0.062,-0.012
2248.2,4.062,-0.1,-0.062,-0.062,-0.094,-0.187,-0.016,-0.012
2249.2,3.937,-0.053,-0.062,-0.062,-0.094,-0.141,-0.016,-0.012
2250.2,3.812,-0.053,-0.25,-0.062,-0.094,-0.141,-0.016,-0.012
2251.2,3.625,-0.053,-0.25,-0.062,-0.094,-0.094,0.047,-0.012
2252.2,3.75,-0.1,-0.25,-0.062,-0.094,-0.094,0.094,-0.012
2253.2,3.812,-0.1,-0.25,-0.062,-0.094,-0.047,0.094,-0.012
2254.2,3.875,-0.1,-0.25,-0.062,-0.094,-0.094,0.047,-0.012
2255.2,3.75,-0.1,-0.062,-0.25,-0.094,-0.187,-0.062,-0.012
2256.2,3.625,-0.1,-0.062,-0.062,-0.094,-0.141,-0.094,-0.012
2257.2,3.625,-0.053,-0.062,-0.062,-0.094,-0.141,-0.094,-0.012
2258.2,3.812,-0.053,-0.062,-0.062,-0.094,-0.094,-0.062,-0.012
2259.2,3.937,-0.053,-0.062,-0.062,-0.094,-0.094,-0.047,-0.012
2260.2,3.937,-0.053,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
2261.2,3.625,-0.053,-0.062,-0.062,-0.094,-0.094,0.031,0.019
2262.2,3.437,-0.1,-0.062,-0.062,-0.094,-0.141,0.062,-0.044
2263.2,3.25,-0.1,-0.062,-0.062,-0.094,-0.094,0.062,-0.012
2264.2,3.437,-0.1,-0.062,-0.062,-0.094,-0.094,0.031,-0.012
2265.2,3.5,-0.1,-0.062,-0.062,-0.094,-0.094,0.016,-0.012
2266.2,3.625,-0.1,-0.25,-0.062,-0.094,-0.187,-0.031,-0.012
2267.2,3.5,-0.1,-0.25,-0.062,-0.094,-0.141,-0.078,-0.012
2268.2,3.625,-0.006,-0.25,-0.062,-0.094,-0.187,-0.094,-0.012
2269.2,3.687,-0.1,-0.062,-0.062,-0.094,-0.094,-0.062,-0.012
2270.2,3.812,-0.1,-0.062,-0.062,-0.094,-0.047,-0.016,-0.044
2271.2,3.75,-0.1,-0.062,-0.062,-0.094,-0.094,0.031,-0.012
2272.2,3.687,-0.1,-0.062,-0.062,-0.094,-0.141,0.062,-0.012
2273.2,3.437,-0.1,-0.062,-0.062,-0.094,-0.141,0.109,-0.012
2274.2,3.437,-0.1,0.125,-0.062,-0.094,-0.187,0.094,-0.012
2275.2,3.562,-0.1,-0.062,-0.062,-0.047,-0.141,0.062,-0.012
2276.2,3.687,-0.1,-0.062,-0.062,-0.094,-0.094,0.016,-0.012
2277.2,3.625,-0.1,-0.25,-0.062,-0.094,-0.094,-0.016,-0.012
2278.2,3.5,-0.1,-0.062,-0.062,-0.094,-0.094,-0.047,-0.044
2279.2,3.375,-0.1,-0.062,-0.062,-0.094,-0.094,-0.062,-0.012
2280.2,3.375,-0.053,0.125,-0.062,-0.094,-0.141,-0.047,-0.012
2281.2,3.437,-0.1,-0.062,-0.062,-0.094,-0.094,-0.016,-0.012
2282.2,3.437,-0.1,-0.062,-0.062,-0.094,-0.094,0,-0.012
2283.2,3.5,-0.1,-0.062,-0.062,-0.094,-0.094,0.031,-0.012
2284.2,3.562,-0.053,-0.062,-0.062,-0.094,-0.141,0.047,-0.012
2285.2,3.5,-0.1,-0.062,-0.062,-0.094,-0.141,0.062,-0.012
2286.2,3.437,-0.1,-0.062,-0.062,-0.047,-0.141,0.031,-0.012
2287.2,3.437,-0.1,-0.062,-0.062,-0.047,-0.094,0.016,0.019
2288.2,3.625,-0.1,-0.062,-0.062,-0.047,-0.094,0.031,-0.044
2289.2,3.625,-0.1,-0.062,-0.062,-0.094,-0.094,0.047,-0.012
2290.2,3.562,-0.1,0.125,-0.062,-0.094,-0.141,0.062,-0.012
2291.2,3.5,-0.1,-0.062,-0.062,-0.094,-0.141,0.031,-0.012
2292.2,3.562,-0.1,-0.062,-0.062,-0.094,-0.141,-0.016,-0.012
2293.2,3.5,-0.1,-0.25,-0.062,-0.047,-0.141,-0.031,-0.012
2294.2,3.562,-0.1,-0.25,-0.062,-0.094,-0.141,-0.016,-0.044
2295.2,3.437,-0.1,-0.25,-0.062,-0.047,-0.094,0,-0.012
2296.2,3.437,-0.053,-0.062,-0.062,-0.094,-0.094,0,-0.012
2297.2,3.437,-0.1,-0.062,-0.062,-0.094,-0.094,0.016,-0.012
2298.2,3.437,-0.1,0.125,-0.062,-0.094,-0.094,0,-0.012
2299.2,3.437,-0.1,-0.062,-0.062,-0.094,-0.141,0,-0.012
2300.2,3.562,-0.1,-0.062,-0.062,-0.094,-0.187,0,-0.012
2301.2,3.5,-0.1,-0.062,-0.062,-0.094,-0.141,0.016,-0.012
2302.2,3.375,-0.1,-0.062,-0.062,-0.047,-0.141,0.031,-0.012
2303.2,3.25,-0.1,-0.062,-0.062,-0.047,-0.094,0.016,-0.012
2304.2,3.312,-0.053,-0.25,-0.062,-0.047,-0.141,0,-0.012
2305.2,3.25,-0.1,-0.062,-0.062,-0.094,-0.094,-0.016,-0.012
2306.2,3.5,-0.1,-0.062,-0.062,-0.094,-0.141,-0.031,-0.012
2307.2,3.625,-0.1,-0.062,-0.062,-0.094,-0.141,-0.016,-0.012
2308.2,3.75,-0.1,-0.062,-0.062,-0.094,-0.141,0,-0.012
2309.2,3.687,-0.1,-0.062,-0.062,-0.047,-0.141,0.016,-0.012
2310.2,3.625,-0.1,-0.25,-0.062,-0.094,-0.141,0.016,-0.012
2311.2,3.5,-0.1,-0.062,-0.062,-0.094,-0.141,0.016,-0.012
2312.2,3.437,-0.1,-0.062,-0.062,-0.094,-0.141,0.047,-0.012
2313.2,3.437,-0.053,-0.062,-0.062,-0.094,-0.141,0.031,-0.012
2314.2,3.437,-0.1,-0.062,-0.062,-0.094,-0.141,0,-0.012
2315.2,3.312,-0.1,-0.062,-0.062,-0.094,-0.094,-0.047,-0.012
2316.2,3.375,-0.1,-0.062,-0.062,-0.094,-0.141,-0.062,-0.012
2317.2,3.375,-0.1,-0.062,-0.062,-0.047,-0.141,-0.031,-0.012
2318.2,3.562,-0.1,0.125,-0.062,-0.094,-0.187,0.016,-0.012
2319.2,3.562,-0.1,-0.062,-0.062,-0.094,-0.141,0.016,-0.012
2320.2,3.5,-0.1,-0.062,-0.062,-0.094,-0.141,0,-0.012
2321.2,3.5,-0.053,-0.062,-0.062,-0.047,-0.094,0.016,-0.012
2322.2,3.437,-0.1,-0.062,-0.062,-0.047,-0.094,0.016,-0.012
2323.2,3.375,-0.1,-0.062,-0.062,-0.047,-0.141,0.062,-0.012
2324.2,3.437,-0.1,-0.062,-0.062,-0.047,-0.187,0.109,-0.012
2325.2,3.5,-0.1,-0.062,-0.25,-0.047,-0.141,0.078,-0.012
2326.2,3.562,-0.1,0.125,-0.062,-0.094,-0.141,-0.031,-0.012
2327.2,3.5,-0.1,-0.062,-0.062,-0.094,-0.094,-0.078,-0.012
2328.2,3.562,-0.1,-0.062,-0.062,-0.094,-0.094,-0.109,-0.012
2329.2,3.562,-0.1,-0.25,-0.062,-0.094,-0.141,-0.078,-0.012
2330.2,3.625,-0.1,-0.25,-0.062,-0.094,-0.141,-0.047,-0.012
2331.2,3.5,-0.1,-0.062,-0.062,-0.047,-0.141,-0.047,-0.012
2332.2,3.437,-0.1,-0.062,-0.062,-0.047,-0.141,-0.031,-0.012
2333.2,3.312,-0.1,-0.062,-0.062,-0.047,-0.094,0.016,-0.012
2334.2,3.375,-0.1,-0.062,-0.062,-0.094,-0.141,0.062,-0.044
2335.2,3.375,-0.1,-0.062,-0.062,-0.094,-0.141,0.094,-0.012
2336.2,3.437,-0.1,-0.25,-0.062,-0.094,-0.141,0.078,-0.012
2337.2,3.437,-0.1,-0.25,-0.062,-0.094,-0.141,0.016,-0.012
2338.2,3.437,-0.006,-0.25,-0.062,-0.047,-0.141,-0.062,-0.012
2339.2,3.437,-0.053,-0.25,-0.062,-0.047,-0.141,-0.109,-0.012
2340.2,3.5,-0.053,-0.062,-0.062,-0.047,-0.141,-0.109,-0.012
2341.2,3.562,-0.1,-0.062,-0.062,-0.047,-0.141,-0.062,-0.012
2342.2,3.562,-0.1,0.125,-0.062,-0.094,-0.141,-0.031,-0.012
2343.2,3.375,-0.1,-0.062,-0.062,-0.047,-0.141,-0.031,-0.012
2344.2,3.375,-0.006,-0.062,-0.062,-0.047,-0.141,-0.047,-0.012
2345.2,3.312,-0.053,-0.062,-0.062,-0.047,-0.141,-0.031,-0.012
2346.2,3.437,-0.053,-0.25,-0.062,-0.047,-0.141,-0.031,-0.012
2347.2,3.562,-0.053,-0.25,-0.062,-0.047,-0.141,-0.016,-0.012
2348.2,3.625,-0.1,-0.25,-0.062,-0.047,-0.141,0.016,-0.012
2349.2,3.562,-0.1,-0.062,-0.062,-0.047,-0.141,0.016,-0.012
2350.2,3.5,-0.1,-0.062,-0.062,-0.094,-0.141,-0.016,-0.012
2351.2,3.375,-0.053,-0.062,-0.062,-0.094,-0.094,-0.047,-0.012
2352.2,3.437,-0.053,-0.062,-0.062,-0.094,-0.141,-0.047,-0.012
2353.2,3.437,-0.053,-0.062,-0.062,-0.094,-0.141,-0.047,-0.012
2354.2,3.562,-0.053,-0.062,-0.062,-0.094,-0.141,-0.047,-0.012
2355.2,3.5,-0.1,-0.062,-0.062,-0.094,-0.141,-0.109,-0.012
2356.2,3.5,-0.053,-0.062,-0.062,-0.094,-0.141,-0.109,-0.012
2357.2,3.5,-0.053,-0.062,-0.062,-0.094,-0.094,-0.062,-0.012
2358.2,3.5,-0.006,0.125,-0.062,-0.094,-0.141,-0.031,-0.012
2359.2,3.5,-0.1,-0.062,-0.062,-0.094,-0.141,0,-0.012
2360.2,3.562,-0.1,-0.062,-0.062,-0.094,-0.141,-0.016,-0.012
