-2106.92,-0.312,-0.312,-0.375,-0.094,-0.625,0,-0.094,-0.094
-2105.92,-0.312,-0.312,-0.375,-0.094,-0.625,0,-0.094,-0.094
-2104.92,-0.312,-0.625,-0.375,-0.094,-0.625,0,-0.094,-0.094
-2103.92,-0.312,-0.312,-0.375,0,-0.625,0,-0.094,-0.094
-2102.92,-0.312,-0.312,-0.375,-0.187,-0.625,0,-0.094,-0.094
-2101.92,-0.312,0,-0.375,-0.094,-0.625,0,-0.094,-0.094
-2100.92,-0.312,0,-0.375,-0.094,-0.625,0,-0.094,-0.094
-2099.92,-0.312,0,-0.375,0,-0.625,0,-0.094,-0.094
-2098.92,-0.312,0,-0.375,-0.187,-0.625,0,-0.094,-0.094
-2097.92,-0.312,0,-0.375,-0.094,-0.625,0,-0.094,-0.094
-2096.92,-0.312,-0.312,-0.375,-0.094,-0.625,0,-0.094,-0.094
-2095.92,-0.312,-0.312,-0.375,-0.094,-0.625,0,-0.094,-0.094
-2094.92,-0.312,-0.312,-0.375,-0.094,-0.625,0,-0.094,-0.094
-2093.92,-0.312,-0.312,-0.375,-0.094,-0.625,0,-0.094,-0.094
-2092.92,-0.312,-0.312,-0.375,-0.094,-0.625,0,-0.094,-0.094
-2091.92,-0.312,0,-0.375,-0.094,-0.625,0,-0.094,-0.094
-2090.92,-0.312,0,-0.375,-0.094,-0.625,0,-0.094,-0.094
-2089.92,-0.312,0,-0.375,-0.094,-0.625,0,-0.094,-0.094
-2088.92,-0.312,0,-0.375,-0.187,-0.625,0,-0.094,-0.047
-2087.92,-0.312,0,-0.375,0,-0.625,0,-0.094,-0.047
-2086.92,-0.312,-0.312,-0.375,-0.094,-0.312,0,-0.094,-0.047
-2085.92,-0.312,-0.312,-0.375,-0.094,-0.312,0,-0.094,-0.094
-2084.92,-0.312,-0.312,-0.375,-0.187,-0.312,0,-0.094,0
-2083.92,-0.312,-0.312,-0.375,0,-0.625,0,-0.094,-0.047
-2082.92,-0.312,-0.312,-0.375,-0.094,-0.625,0,-0.094,-0.047
